cnpj,data_atualizacao,nivel_atividade,empresa_porte,saude_tributaria,optante_simples,optante_simei
20420526000138,2023-05-28 01:34:12.591974,,,,,
37726297000187,2023-05-28 01:34:12.591974,,,,,
38341329000199,2023-05-28 01:34:12.591974,,,,,
37747387000154,2023-05-28 01:34:12.591974,,,,,
13848187000120,2023-05-28 01:34:12.591974,,,,,
07751384000123,2023-05-28 01:34:12.591974,,,,,
14918916002930,2023-05-28 01:34:12.591974,,,,,
22643743000112,2023-05-28 01:34:12.591974,,,,,
52033727000179,2023-05-28 01:34:12.591974,,,,,
36851092000160,2023-05-28 01:34:12.591974,,,,,
74367350000127,2023-05-28 01:34:12.591974,,,,,
32591619000104,2023-05-28 01:34:12.591974,,,,,
32157937000161,2023-05-28 01:34:12.591974,,,,,
29942656000105,2023-05-28 01:34:12.591974,,,,,
38545678000122,2023-05-28 01:34:12.591974,,,,,
43991509000156,2023-05-28 01:34:12.591974,,,,,
44540341000125,2023-05-28 01:34:12.591974,,,,,
39933574000158,2023-05-28 01:34:12.591974,,,,,
43472742000122,2023-05-28 01:34:12.591974,,,,,
45548985000122,2023-05-28 01:34:12.591974,,,,,
46992805000160,2023-05-28 01:34:12.591974,,,,,
37998250000172,2023-05-28 01:34:12.591974,,,,,
32664965000418,2023-05-28 01:34:12.591974,,,,,
47194650000189,2023-05-28 01:34:12.591974,,,,,
47195702000131,2023-05-28 01:34:12.591974,,,,,
42993033000120,2023-05-28 01:34:12.591974,,,,,
40920740000160,2023-05-28 01:34:12.591974,,,,,
41679286000160,2023-05-28 01:34:12.591974,,,,,
11540131000188,2023-05-28 01:34:12.591974,,,,,
46676743000187,2023-05-28 01:34:12.591974,,,,,
02575838000139,2023-05-28 01:34:12.591974,,,,,
11139749000130,2023-05-28 01:34:12.591974,,,,,
64448053000233,2023-05-28 01:34:12.591974,,,,,
09531309000182,2023-05-28 01:34:12.591974,,,,,
55931752000168,2023-05-28 01:34:12.591974,,MICRO,,,
40220243000150,2023-05-28 01:34:12.591974,,,,,
07986218000106,2023-05-28 01:34:12.591974,,,,,
35728028000124,2023-05-28 01:34:12.591974,,,,,
00377400000110,2023-05-28 01:34:12.591974,,,,,
22339415000127,2023-05-28 01:34:12.591974,,,,,
05390453000357,2023-05-28 01:34:12.591974,,,,,
23650663000157,2023-05-28 01:34:12.591974,,,,,
34056140000101,2023-05-28 01:34:12.591974,,,,,
40371020000193,2023-05-28 01:34:12.591974,,,,,
42819637000154,2023-05-28 01:34:12.591974,,,,,
22309650000156,2023-05-28 01:34:12.591974,,,,,
37907289000137,2023-05-28 01:34:12.591974,,,,,
32637867000149,2023-05-28 01:34:12.591974,,,,,
34482514000142,2023-05-28 01:34:12.591974,,,,,
31927665000179,2023-05-28 01:34:12.591974,,,,,
31930577000126,2023-05-28 01:34:12.591974,,,,,
60251758000124,2023-05-28 01:34:12.591974,,,,,
41358589000181,2023-05-28 01:34:12.591974,,,,,
41560056000269,2023-05-28 01:34:12.591974,,,,,
30838642000125,2023-05-28 01:34:12.591974,,,,,
03745069000132,2023-05-28 01:34:12.591974,,,,,
18658668000196,2023-05-28 01:34:12.591974,,,,,
20201480000166,2023-05-28 01:34:12.591974,,,,,
33632679000190,2023-05-28 01:34:12.591974,,,,,
44060255000115,2023-05-28 01:34:12.591974,,,,,
31621734000111,2023-05-28 01:34:12.591974,,,,,
41292419000141,2023-05-28 01:34:12.591974,,,,,
47911591000112,2023-05-28 01:34:12.591974,,,,,
35917324000173,2023-05-28 01:34:12.591974,,,,,
43263044000117,2023-05-28 01:34:12.591974,,,,,
22015778000107,2023-05-28 01:34:12.591974,,,,,
37149411000153,2023-05-28 01:34:12.591974,,,,,
26574184000197,2023-05-28 01:34:12.591974,,,,,
32057955000171,2023-05-28 01:34:12.591974,,,,,
31290966000134,2023-05-28 01:34:12.591974,,,,,
38594072000187,2023-05-28 01:34:12.591974,,,,,
47595052000111,2023-05-28 01:34:12.591974,,,,,
44662714000130,2023-05-28 01:34:12.591974,,,,,
34665194000166,2023-05-28 01:34:12.591974,,,,,
47432847000109,2023-05-28 01:34:12.591974,,,,,
15019153002100,2023-05-28 01:34:12.591974,,,,,
09598694000266,2023-05-28 01:34:12.591974,,,,,
34463235000131,2023-05-28 01:34:12.591974,,,,,
41545226000155,2023-05-28 01:34:12.591974,,,,,
08390062000169,2023-05-28 01:34:12.591974,,,,,
19254447000115,2023-05-28 01:34:12.591974,,,,,
39411390000470,2023-05-28 01:34:12.591974,,,,,
47258103000110,2023-05-28 01:34:12.591974,,,,,
25166763000138,2023-05-28 01:34:12.591974,,,,,
47233167000166,2023-05-28 01:34:12.591974,,,,,
10359733000170,2023-05-28 01:34:12.591974,,,,,
00334608000152,2023-05-28 01:34:12.591974,,,,,
20365851000145,2023-05-28 01:34:12.591974,,,,,
32137278000100,2023-05-28 01:34:12.591974,,,,,
38490809000111,2023-05-28 01:34:12.591974,,,,,
38490976000162,2023-05-28 01:34:12.591974,,,,,
07508986000154,2023-05-28 01:34:12.591974,,,,,
32873489000100,2023-05-28 01:34:12.591974,,,,,
46033224000109,2023-05-28 01:34:12.591974,,,,,
02638584000150,2023-05-28 01:34:12.591974,,,,,
22004500000134,2023-05-28 01:34:12.591974,,,,,
32158744000125,2023-05-28 01:34:12.591974,,,,,
26883030000187,2023-05-28 01:34:12.591974,,,,,
36363739000105,2023-05-28 01:34:12.591974,,,,,
22850543000130,2023-05-28 01:34:12.591974,,,,,
38261854000102,2023-05-28 01:34:12.591974,,,,,
26187359000103,2023-05-28 01:34:12.591974,,,,,
35341599000101,2023-05-28 01:34:12.591974,,,,,
33891682000129,2023-05-28 01:34:12.591974,,,,,
23057407000150,2023-05-28 01:34:12.591974,,,,,
35185480000197,2023-05-28 01:34:12.591974,,,,,
38032104000150,2023-05-28 01:34:12.591974,,,,,
18519489000178,2023-05-28 01:34:12.591974,,,,,
32449873000172,2023-05-28 01:34:12.591974,,,,,
38358153000188,2023-05-28 01:34:12.591974,,,,,
12361493000174,2023-05-28 01:34:12.591974,,,,,
32152238000129,2023-05-28 01:34:12.591974,,,,,
10143868000102,2023-05-28 01:34:12.591974,,,,,
27104385000193,2023-05-28 01:34:12.591974,,,,,
43634873000169,2023-05-28 01:34:12.591974,,,,,
29488666000112,2023-05-28 01:34:12.591974,,,,,
29498500000187,2023-05-28 01:34:12.591974,,,,,
03460974000146,2023-05-28 01:34:12.591974,,,,,
38198213000142,2023-05-28 01:34:12.591974,,,,,
38199906000150,2023-05-28 01:34:12.591974,,,,,
41697285000653,2023-05-28 01:34:12.591974,,,,,
43203164000129,2023-05-28 01:34:12.591974,,,,,
45330012000112,2023-05-28 01:34:12.591974,,,,,
24474305000284,2023-05-28 01:34:12.591974,,,,,
41336042000185,2023-05-28 01:34:12.591974,,,,,
27330195000194,2023-05-28 01:34:12.591974,,,,,
32545532000109,2023-05-28 01:34:12.591974,,,,,
10273868000119,2023-05-28 01:34:12.591974,,,,,
33540177000130,2023-05-28 01:34:12.591974,,,,,
37765706000154,2023-05-28 01:34:12.591974,,,,,
42080497000145,2023-05-28 01:34:12.591974,,,,,
36183145000112,2023-05-28 01:34:12.591974,,,,,
42084701000104,2023-05-28 01:34:12.591974,,,,,
25048002000181,2023-05-28 01:34:12.591974,,,,,
17093505000140,2023-05-28 01:34:12.591974,,,,,
39849171000125,2023-05-28 01:34:12.591974,,,,,
34036535000134,2023-05-28 01:34:12.591974,,,,,
36281815000133,2023-05-28 01:34:12.591974,,,,,
43671062000138,2023-05-28 01:34:12.591974,,,,,
32410210000144,2023-05-28 01:34:12.591974,,,,,
15450261000180,2023-05-28 01:34:12.591974,,,,,
06114162000218,2023-05-28 01:34:12.591974,,,,,
35982101000190,2023-05-28 01:34:12.591974,,,,,
39248623000113,2023-05-28 01:34:12.591974,,,,,
48137062000176,2023-05-28 01:34:12.591974,,,,,
34420768000136,2023-05-28 01:34:12.591974,,,,,
24554862000124,2023-05-28 01:34:12.591974,,,,,
23232896000130,2023-05-28 01:34:12.591974,,,,,
35882317000183,2023-05-28 01:34:12.591974,,,,,
34500437000106,2023-05-28 01:34:12.591974,,,,,
08839710000111,2023-05-28 01:34:12.591974,,,,,
47868986000180,2023-05-28 01:34:12.591974,,,,,
39824576000109,2023-05-28 01:34:12.591974,,,,,
47758876000165,2023-05-28 01:34:12.591974,,,,,
35648451000114,2023-05-28 01:34:12.591974,,,,,
46538280000197,2023-05-28 01:34:12.591974,,,,,
42830215000180,2023-05-28 01:34:12.591974,,,,,
42834286000150,2023-05-28 01:34:12.591974,,,,,
48091708000121,2023-05-28 01:34:12.591974,,,,,
42299068000163,2023-05-28 01:34:12.591974,,,,,
46775093000127,2023-05-28 01:34:12.591974,,,,,
47484564000100,2023-05-28 01:34:12.591974,,,,,
14733831000187,2023-05-28 01:34:12.591974,,,,,
43254711000103,2023-05-28 01:34:12.591974,,,,,
31341628000184,2023-05-28 01:34:12.591974,,,,,
30577465000170,2023-05-28 01:34:12.591974,,,,,
11247220000130,2023-05-28 01:34:12.591974,,,,,
35770459000159,2023-05-28 01:34:12.591974,,,,,
36992027000155,2023-05-28 01:34:12.591974,,,,,
19826977000190,2023-05-28 01:34:12.591974,,,,,
36125489000175,2023-05-28 01:34:12.591974,,,,,
60855806000355,2023-05-28 01:34:12.591974,,,,,
13846106000152,2023-05-28 01:34:12.591974,,,,,
37125628000123,2023-05-28 01:34:12.591974,,,,,
10449405000165,2023-05-28 01:34:12.591974,,,,,
21481327000100,2023-05-28 01:34:12.591974,,,,,
59762435000116,2023-05-28 01:34:12.591974,,,,,
33393822000139,2023-05-28 01:34:12.591974,,,,,
16579893000101,2023-05-28 01:34:12.591974,,,,,
37563721000110,2023-05-28 01:34:12.591974,,,,,
34384125000184,2023-05-28 01:34:12.591974,,,,,
36269505000101,2023-05-28 01:34:12.591974,,,,,
37583519000150,2023-05-28 01:34:12.591974,,,,,
12086949000135,2023-05-28 01:34:12.591974,,,,,
79762381000104,2023-05-28 01:34:12.591974,,,,,
41386116000198,2023-05-28 01:34:12.591974,,,,,
09047780000108,2023-05-28 01:34:12.591974,,,,,
14745845000110,2023-05-28 01:34:12.591974,,,,,
07412055000158,2023-05-28 01:34:12.591974,,,,,
28172453000114,2023-05-28 01:34:12.591974,,,,,
31319045000157,2023-05-28 01:34:12.591974,,,,,
34290058000139,2023-05-28 01:34:12.591974,,,,,
41491608000143,2023-05-28 01:34:12.591974,,,,,
41411823000197,2023-05-28 01:34:12.591974,,,,,
23771264000144,2023-05-28 01:34:12.591974,,,,,
35231327000159,2023-05-28 01:34:12.591974,,,,,
32831027000112,2023-05-28 01:34:12.591974,,,,,
15766369000187,2023-05-28 01:34:12.591974,,,,,
33067841000175,2023-05-28 01:34:12.591974,,,,,
41690478000178,2023-05-28 01:34:12.591974,,,,,
35056789000187,2023-05-28 01:34:12.591974,,,,,
21542916000143,2023-05-28 01:34:12.591974,,,,,
23376089000190,2023-05-28 01:34:12.591974,,,,,
36862713000101,2023-05-28 01:34:12.591974,,,,,
29528266000193,2023-05-28 01:34:12.591974,,,,,
67147264000143,2023-05-28 01:34:12.591974,,,,,
82106964000183,2023-05-28 01:34:12.591974,,,,,
36178841000130,2023-05-28 01:34:12.591974,,,,,
19518673000166,2023-05-28 01:34:12.591974,,,,,
94955002000188,2023-05-28 01:34:12.591974,,,,,
20983203000152,2023-05-28 01:34:12.591974,,,,,
30299624000112,2023-05-28 01:34:12.591974,,,,,
65139743006638,2023-05-28 01:34:12.591974,,,,,
20216589000177,2023-05-28 01:34:12.591974,,,,,
36325568000120,2023-05-28 01:34:12.591974,,,,,
45497357000165,2023-05-28 01:34:12.591974,,,,,
26950263000155,2023-05-28 01:34:12.591974,,,,,
45755073000121,2023-05-28 01:34:12.591974,,,,,
32283268000174,2023-05-28 01:34:12.591974,,,,,
36818068000120,2023-05-28 01:34:12.591974,,,,,
02108183000270,2023-05-28 01:34:12.591974,,,,,
45906559000113,2023-05-28 01:34:12.591974,,,,,
48158915000156,2023-05-28 01:34:12.591974,,,,,
14807059000109,2023-05-28 01:34:12.591974,,,,,
45598592000123,2023-05-28 01:34:12.591974,,,,,
14269597000189,2023-05-28 01:34:12.591974,,,,,
42780276000180,2023-05-28 01:34:12.591974,,,,,
33300228000156,2023-05-28 01:34:12.591974,,,,,
27374471000116,2023-05-28 01:34:12.591974,,,,,
11660097000185,2023-05-28 01:34:12.591974,,,,,
40936821000159,2023-05-28 01:34:12.591974,,,,,
21096072000154,2023-05-28 01:34:12.591974,,,,,
39922635000181,2023-05-28 01:34:12.591974,,,,,
32530290000171,2023-05-28 01:34:12.591974,,,,,
47815883000151,2023-05-28 01:34:12.591974,,,,,
11728290000100,2023-05-28 01:34:12.591974,,,,,
40196394000110,2023-05-28 01:34:12.591974,,,,,
40156827000103,2023-05-28 01:34:12.591974,,,,,
46424384000170,2023-05-28 01:34:12.591974,,,,,
30964669000164,2023-05-28 01:34:12.591974,,,,,
11392950000125,2023-05-28 01:34:12.591974,,,,,
12974948000127,2023-05-28 01:34:12.591974,,,,,
24724152000103,2023-05-28 01:34:12.591974,,,,,
36758166000119,2023-05-28 01:34:12.591974,,,,,
81560609000117,2023-05-28 01:34:12.591974,,,,,
40679973000113,2023-05-28 01:34:12.591974,,,,,
42192148000115,2023-05-28 01:34:12.591974,,,,,
27026090000146,2023-05-28 01:34:12.591974,,,,,
47282096000191,2023-05-28 01:34:12.591974,,,,,
32417477000163,2023-05-28 01:34:12.591974,,,,,
12192855000140,2023-05-28 01:34:12.591974,,,,,
28845604000239,2023-05-28 01:34:12.591974,,,,,
36842501000162,2023-05-28 01:34:12.591974,,,,,
16820885000105,2023-05-28 01:34:12.591974,,,,,
36847412000109,2023-05-28 01:34:12.591974,,,,,
07824822000136,2023-05-28 01:34:12.591974,,,,,
10959331000107,2023-05-28 01:34:12.591974,,,,,
22127445000170,2023-05-28 01:34:12.591974,,,,,
17532650000180,2023-05-28 01:34:12.591974,,,,,
34942873000135,2023-05-28 01:34:12.591974,,,,,
34837851000105,2023-05-28 01:34:12.591974,,,,,
28820072000102,2023-05-28 01:34:12.591974,,,,,
45421053000114,2023-05-28 01:34:12.591974,,,,,
21619446000179,2023-05-28 01:34:12.591974,,,,,
41444330000153,2023-05-28 01:34:12.591974,,,,,
39913357000104,2023-05-28 01:34:12.591974,,,,,
39898851000139,2023-05-28 01:34:12.591974,,,,,
46668013000134,2023-05-28 01:34:12.591974,,,,,
12459755000138,2023-05-28 01:34:12.591974,,,,,
28832810000123,2023-05-28 01:34:12.591974,,,,,
47001743000140,2023-05-28 01:34:12.591974,,,,,
20316662000182,2023-05-28 01:34:12.591974,,,,,
32914288000104,2023-05-28 01:34:12.591974,,,,,
30559657000154,2023-05-28 01:34:12.591974,,,,,
01691932000190,2023-05-28 01:34:12.591974,,,,,
16178691000158,2023-05-28 01:34:12.591974,,,,,
01944627000163,2023-05-28 01:34:12.591974,,,,,
46054815000154,2023-05-28 01:34:12.591974,,,,,
40132499000105,2023-05-28 01:34:12.591974,,,,,
40997309000112,2023-05-28 01:34:12.591974,,,,,
40167937000170,2023-05-28 01:34:12.591974,,,,,
45625922000122,2023-05-28 01:34:12.591974,,,,,
12570019000152,2023-05-28 01:34:12.591974,,,,,
09640026000179,2023-05-28 01:34:12.591974,,,,,
20780197000136,2023-05-28 01:34:12.591974,,,,,
02748905000170,2023-05-28 01:34:12.591974,,,,,
06179984000104,2023-05-28 01:34:12.591974,,,,,
08579728000121,2023-05-28 01:34:12.591974,,,,,
36543881000134,2023-05-28 01:34:12.591974,,,,,
01748384000198,2023-05-28 01:34:12.591974,,,,,
47079958000183,2023-05-28 01:34:12.591974,,,,,
44071028000195,2023-05-28 01:34:12.591974,,,,,
30938859000107,2023-05-28 01:34:12.591974,,,,,
36560201000190,2023-05-28 01:34:12.591974,,,,,
06140170001715,2023-05-28 01:34:12.591974,,,,,
35509282000131,2023-05-28 01:34:12.591974,,,,,
97286199000106,2023-05-28 01:34:12.591974,,,,,
17174068000190,2023-05-28 01:34:12.591974,,,,,
66363292000135,2023-05-28 01:34:12.591974,,,,,
30349451000108,2023-05-28 01:34:12.591974,,,,,
41271764000107,2023-05-28 01:34:12.591974,,,,,
33123029000110,2023-05-28 01:34:12.591974,,,,,
02526475000141,2023-05-28 01:34:12.591974,,,,,
43959291000152,2023-05-28 01:34:12.591974,,,,,
44031738000191,2023-05-28 01:34:12.591974,,,,,
28117792000106,2023-05-28 01:34:12.591974,,,,,
36976268000100,2023-05-28 01:34:12.591974,,,,,
46599765000190,2023-05-28 01:34:12.591974,,,,,
47976779000149,2023-05-28 01:34:12.591974,,,,,
17321487000107,2023-05-28 01:34:12.591974,,,,,
04198442000145,2023-05-28 01:34:12.591974,,,,,
41120575000125,2023-05-28 01:34:12.591974,,,,,
43137483000183,2023-05-28 01:34:12.591974,,,,,
43149057000160,2023-05-28 01:34:12.591974,,,,,
23644452000101,2023-05-28 01:34:12.591974,,,,,
40365203000104,2023-05-28 01:34:12.591974,,,,,
38635719000171,2023-05-28 01:34:12.591974,,,,,
47620634000100,2023-05-28 01:34:12.591974,,,,,
24415870000190,2023-05-28 01:34:12.591974,,,,,
36254911000192,2023-05-28 01:34:12.591974,,,,,
19582573000107,2023-05-28 01:34:12.591974,,,,,
30851566000198,2023-05-28 01:34:12.591974,,,,,
36877623000194,2023-05-28 01:34:12.591974,,,,,
47424677000110,2023-05-28 01:34:12.591974,,,,,
48037438000170,2023-05-28 01:34:12.591974,,,,,
48086792000195,2023-05-28 01:34:12.591974,,,,,
44221920000105,2023-05-28 01:34:12.591974,,,,,
44336875000134,2023-05-28 01:34:12.591974,,,,,
60634086000136,2023-05-28 01:34:12.591974,,,,,
21960811000104,2023-05-28 01:34:12.591974,,,,,
03090408000190,2023-05-28 01:34:12.591974,,,,,
47551854000120,2023-05-28 01:34:12.591974,,,,,
34163390000213,2023-05-28 01:34:12.591974,,,,,
47590779000106,2023-05-28 01:34:12.591974,,,,,
35812491000150,2023-05-28 01:34:12.591974,,,,,
27015272001517,2023-05-28 01:34:12.591974,,,,,
03039844000134,2023-05-28 01:34:12.591974,,,,,
32824232000150,2023-05-28 01:34:12.591974,,,,,
26126775000100,2023-05-28 01:34:12.591974,,,,,
26188419000102,2023-05-28 01:34:12.591974,,,,,
46570603000120,2023-05-28 01:34:12.591974,,,,,
13608635000207,2023-05-28 01:34:12.591974,,,,,
15309666000101,2023-05-28 01:34:12.591974,,,,,
12936140000155,2023-05-28 01:34:12.591974,,,,,
35709100000176,2023-05-28 01:34:12.591974,,,,,
47237692000150,2023-05-28 01:34:12.591974,,,,,
47199537000196,2023-05-28 01:34:12.591974,,,,,
40154834000176,2023-05-28 01:34:12.591974,,,,,
44721750000128,2023-05-28 01:34:12.591974,,,,,
14849830000100,2023-05-28 01:34:12.591974,,,,,
44739781000106,2023-05-28 01:34:12.591974,,,,,
47111309000112,2023-05-28 01:34:12.591974,,,,,
46036365000177,2023-05-28 01:34:12.591974,,,,,
04048345000176,2023-05-28 01:34:12.591974,,,,,
42528379000157,2023-05-28 01:34:12.591974,,,,,
21969252000101,2023-05-28 01:34:12.591974,,,,,
42519663000167,2023-05-28 01:34:12.591974,,,,,
81448466000156,2023-05-28 01:34:12.591974,,,,,
28480163000138,2023-05-28 01:34:12.591974,,,,,
37363840000129,2023-05-28 01:34:12.591974,,,,,
26314342000170,2023-05-28 01:34:12.591974,,,,,
41961021000150,2023-05-28 01:34:12.591974,,,,,
13043021009605,2023-05-28 01:34:12.591974,,,,,
46127826000117,2023-05-28 01:34:12.591974,,,,,
09543440000240,2023-05-28 01:34:12.591974,,,,,
46645518000183,2023-05-28 01:34:12.591974,,,,,
42327992000106,2023-05-28 01:34:12.591974,,,,,
43102077000185,2023-05-28 01:34:12.591974,,,,,
24409206000480,2023-05-28 01:34:12.591974,,,,,
38358182000140,2023-05-28 01:34:12.591974,,,,,
20161958000171,2023-05-28 01:34:12.591974,,,,,
08313248000114,2023-05-28 01:34:12.591974,,,,,
07208491000100,2023-05-28 01:34:12.591974,,,,,
37362286000165,2023-05-28 01:34:12.591974,,,,,
46547830000134,2023-05-28 01:34:12.591974,,,,,
41064170000117,2023-05-28 01:34:12.591974,,,,,
43560223000116,2023-05-28 01:34:12.591974,,,,,
44940113000142,2023-05-28 01:34:12.591974,,,,,
43231906000120,2023-05-28 01:34:12.591974,,,,,
44956554000132,2023-05-28 01:34:12.591974,,,,,
45313074000116,2023-05-28 01:34:12.591974,,,,,
45356651000157,2023-05-28 01:34:12.591974,,,,,
45463612000159,2023-05-28 01:34:12.591974,,,,,
37276898000135,2023-05-28 01:34:12.591974,,,,,
26437739000159,2023-05-28 01:34:12.591974,,,,,
37418429000103,2023-05-28 01:34:12.591974,,,,,
40238072000196,2023-05-28 01:34:12.591974,,,,,
37277331000183,2023-05-28 01:34:12.591974,,,,,
40254355000121,2023-05-28 01:34:12.591974,,,,,
33655098000174,2023-05-28 01:34:12.591974,,,,,
33777593000156,2023-05-28 01:34:12.591974,,,,,
15337590000110,2023-05-28 01:34:12.591974,,,,,
14046675000186,2023-05-28 01:34:12.591974,,,,,
45610020000112,2023-05-28 01:34:12.591974,,,,,
46449525000100,2023-05-28 01:34:12.591974,,,,,
37369823000107,2023-05-28 01:34:12.591974,,,,,
33726958000113,2023-05-28 01:34:12.591974,,,,,
43078305000129,2023-05-28 01:34:12.591974,,,,,
34031033000110,2023-05-28 01:34:12.591974,,,,,
35709490000184,2023-05-28 01:34:12.591974,,,,,
15745260000163,2023-05-28 01:34:12.591974,,,,,
01436485000123,2023-05-28 01:34:12.591974,,,,,
14351275000184,2023-05-28 01:34:12.591974,,,,,
23346017000109,2023-05-28 01:34:12.591974,,,,,
29654039000104,2023-05-28 01:34:12.591974,,,,,
33077065000194,2023-05-28 01:34:12.591974,,,,,
10454786000170,2023-05-28 01:34:12.591974,,,,,
34986739000136,2023-05-28 01:34:12.591974,,,,,
35983050000110,2023-05-28 01:34:12.591974,,,,,
34821947000185,2023-05-28 01:34:12.591974,,,,,
14513541000128,2023-05-28 01:34:12.591974,,,,,
