cnpj,data_atualizacao,nivel_atividade,empresa_porte,saude_tributaria,optante_simples,optante_simei
04689445000181,2023-05-28 01:34:12.591974,,,,,
48064845000177,2023-05-28 01:34:12.591974,,,,,
42289752000164,2023-05-28 01:34:12.591974,,,,,
48000979000124,2023-05-28 01:34:12.591974,,,,,
24321058000103,2023-05-28 01:34:12.591974,,,,,
44326488000117,2023-05-28 01:34:12.591974,,,,,
44367643000143,2023-05-28 01:34:12.591974,,,,,
37927005000174,2023-05-28 01:34:12.591974,,,,,
41228943000153,2023-05-28 01:34:12.591974,,,,,
46305150000104,2023-05-28 01:34:12.591974,,,,,
34251395000117,2023-05-28 01:34:12.591974,,,,,
86915360000139,2023-05-28 01:34:12.591974,,,,,
31621705000150,2023-05-28 01:34:12.591974,,,,,
40965398000115,2023-05-28 01:34:12.591974,,,,,
47543828000150,2023-05-28 01:34:12.591974,,,,,
22598629000118,2023-05-28 01:34:12.591974,,,,,
48181545000178,2023-05-28 01:34:12.591974,,,,,
35127258000138,2023-05-28 01:34:12.591974,,,,,
28946238000123,2023-05-28 01:34:12.591974,,,,,
03386387000154,2023-05-28 01:34:12.591974,,,,,
16853370000101,2023-05-28 01:34:12.591974,,,,,
05352814000109,2023-05-28 01:34:12.591974,,,,,
18202613000177,2023-05-28 01:34:12.591974,,,,,
48123294000175,2023-05-28 01:34:12.591974,,,,,
00253968000120,2023-05-28 01:34:12.591974,,,,,
17412852000199,2023-05-28 01:34:12.591974,,,,,
96418264059109,2023-05-28 01:34:12.591974,,,,,
47333696000131,2023-05-28 01:34:12.591974,,,,,
38119346000186,2023-05-28 01:34:12.591974,,,,,
11109160000190,2023-05-28 01:34:12.591974,,,,,
23437702000132,2023-05-28 01:34:12.591974,,,,,
45933452000164,2023-05-28 01:34:12.591974,,,,,
36016060000140,2023-05-28 01:34:12.591974,,,,,
22146552000145,2023-05-28 01:34:12.591974,,,,,
04876172000184,2023-05-28 01:34:12.591974,,,,,
22846988000147,2023-05-28 01:34:12.591974,,,,,
26215557000133,2023-05-28 01:34:12.591974,,,,,
46130072000154,2023-05-28 01:34:12.591974,,,,,
34115072000104,2023-05-28 01:34:12.591974,,,,,
35407268000127,2023-05-28 01:34:12.591974,,,,,
38330974000106,2023-05-28 01:34:12.591974,,,,,
07948400000334,2023-05-28 01:34:12.591974,,,,,
27126795000135,2023-05-28 01:34:12.591974,,,,,
43748220000100,2023-05-28 01:34:12.591974,,,,,
41752924000121,2023-05-28 01:34:12.591974,,,,,
37387429000193,2023-05-28 01:34:12.591974,,,,,
13877005000149,2023-05-28 01:34:12.591974,,,,,
30581096000190,2023-05-28 01:34:12.591974,,,,,
36210991000184,2023-05-28 01:34:12.591974,,,,,
37747182000179,2023-05-28 01:34:12.591974,,,,,
03000484003930,2023-05-28 01:34:12.591974,,,,,
03000484001996,2023-05-28 01:34:12.591974,,,,,
03756810000160,2023-05-28 01:34:12.591974,,,,,
22547039000166,2023-05-28 01:34:12.591974,,,,,
04777630000128,2023-05-28 01:34:12.591974,,,,,
04306478000103,2023-05-28 01:34:12.591974,,,,,
23529568000108,2023-05-28 01:34:12.591974,,,,,
47761656000190,2023-05-28 01:34:12.591974,,,,,
35507094000174,2023-05-28 01:34:12.591974,,,,,
42937966000108,2023-05-28 01:34:12.591974,,,,,
22825838000157,2023-05-28 01:34:12.591974,,,,,
46657593000164,2023-05-28 01:34:12.591974,,,,,
19548956000150,2023-05-28 01:34:12.591974,,,,,
47327919000158,2023-05-28 01:34:12.591974,,,,,
23969987000152,2023-05-28 01:34:12.591974,,,,,
11259143000139,2023-05-28 01:34:12.591974,,,,,
34965082000120,2023-05-28 01:34:12.591974,,,,,
00375358000107,2023-05-28 01:34:12.591974,,,,,
47864247000110,2023-05-28 01:34:12.591974,,,,,
26860400000241,2023-05-28 01:34:12.591974,,,,,
40675549000109,2023-05-28 01:34:12.591974,,,,,
41906007000154,2023-05-28 01:34:12.591974,,,,,
41849416000166,2023-05-28 01:34:12.591974,,,,,
41906369000145,2023-05-28 01:34:12.591974,,,,,
13120371000159,2023-05-28 01:34:12.591974,,,,,
23738980000120,2023-05-28 01:34:12.591974,,,,,
52911906000323,2023-05-28 01:34:12.591974,,,,,
29656132000158,2023-05-28 01:34:12.591974,,,,,
42071160000171,2023-05-28 01:34:12.591974,,,,,
06052336011542,2023-05-28 01:34:12.591974,,,,,
37590976000171,2023-05-28 01:34:12.591974,,,,,
35173540000151,2023-05-28 01:34:12.591974,,,,,
44803769000113,2023-05-28 01:34:12.591974,,,,,
01164424000154,2023-05-28 01:34:12.591974,,,,,
44133719000176,2023-05-28 01:34:12.591974,,,,,
46876581000120,2023-05-28 01:34:12.591974,,,,,
30136772000116,2023-05-28 01:34:12.591974,,,,,
46702750000106,2023-05-28 01:34:12.591974,,,,,
47467864000181,2023-05-28 01:34:12.591974,,,,,
21317584000101,2023-05-28 01:34:12.591974,,,,,
47152805000114,2023-05-28 01:34:12.591974,,,,,
47148049000150,2023-05-28 01:34:12.591974,,,,,
36516171000115,2023-05-28 01:34:12.591974,,,,,
07320510000276,2023-05-28 01:34:12.591974,,,,,
20587910000120,2023-05-28 01:34:12.591974,,,,,
11398712000127,2023-05-28 01:34:12.591974,,,,,
17082447001121,2023-05-28 01:34:12.591974,,,,,
30524316000143,2023-05-28 01:34:12.591974,,,,,
20193420000149,2023-05-28 01:34:12.591974,,,,,
37188161000160,2023-05-28 01:34:12.591974,,,,,
20585830000135,2023-05-28 01:34:12.591974,,,,,
21953021000100,2023-05-28 01:34:12.591974,,,,,
06328947001001,2023-05-28 01:34:12.591974,,,,,
35317914000165,2023-05-28 01:34:12.591974,,,,,
08058723000234,2023-05-28 01:34:12.591974,,,,,
31609853000159,2023-05-28 01:34:12.591974,,,,,
23829839000132,2023-05-28 01:34:12.591974,,,,,
18880520000100,2023-05-28 01:34:12.591974,,,,,
01955907000177,2023-05-28 01:34:12.591974,,,,,
48283249000188,2023-05-28 01:34:12.591974,,,,,
28181567000120,2023-05-28 01:34:12.591974,,,,,
42357807000126,2023-05-28 01:34:12.591974,,,,,
13848589000124,2023-05-28 01:34:12.591974,,,,,
36161587000168,2023-05-28 01:34:12.591974,,,,,
21252385000154,2023-05-28 01:34:12.591974,,,,,
31512512000160,2023-05-28 01:34:12.591974,,,,,
41345216000176,2023-05-28 01:34:12.591974,,,,,
12519662000151,2023-05-28 01:34:12.591974,,,,,
31031528000151,2023-05-28 01:34:12.591974,,,,,
09555853000164,2023-05-28 01:34:12.591974,,,,,
43306515000208,2023-05-28 01:34:12.591974,,,,,
08001963000200,2023-05-28 01:34:12.591974,,,,,
45721542000191,2023-05-28 01:34:12.591974,,,,,
31863139000192,2023-05-28 01:34:12.591974,,,,,
32313110000108,2023-05-28 01:34:12.591974,,,,,
14289959000284,2023-05-28 01:34:12.591974,,,,,
30311251000158,2023-05-28 01:34:12.591974,,,,,
42663822000100,2023-05-28 01:34:12.591974,,,,,
40495138000123,2023-05-28 01:34:12.591974,,,,,
07639984000102,2023-05-28 01:34:12.591974,,,,,
21623588000100,2023-05-28 01:34:12.591974,,,,,
24065079000105,2023-05-28 01:34:12.591974,,,,,
43117234000126,2023-05-28 01:34:12.591974,,,,,
24072606000109,2023-05-28 01:34:12.591974,,,,,
01576033000147,2023-05-28 01:34:12.591974,,,,,
36284132000130,2023-05-28 01:34:12.591974,,,,,
45619858000177,2023-05-28 01:34:12.591974,,,,,
33064850000102,2023-05-28 01:34:12.591974,,,,,
19481431000145,2023-05-28 01:34:12.591974,,,,,
40947472000170,2023-05-28 01:34:12.591974,,,,,
40940663000100,2023-05-28 01:34:12.591974,,,,,
39928738000159,2023-05-28 01:34:12.591974,,,,,
33882126000196,2023-05-28 01:34:12.591974,,,,,
07817722000182,2023-05-28 01:34:12.591974,,,,,
05908905000188,2023-05-28 01:34:12.591974,,,,,
38260588000195,2023-05-28 01:34:12.591974,,,,,
33373480000195,2023-05-28 01:34:12.591974,,,,,
30584591000152,2023-05-28 01:34:12.591974,,,,,
47833936000167,2023-05-28 01:34:12.591974,,,,,
33323355000170,2023-05-28 01:34:12.591974,,,,,
14736453000357,2023-05-28 01:34:12.591974,,,,,
47264036000146,2023-05-28 01:34:12.591974,,,,,
34364226000193,2023-05-28 01:34:12.591974,,,,,
45356292006179,2023-05-28 01:34:12.591974,,,,,
35371398000157,2023-05-28 01:34:12.591974,,,,,
29497950000155,2023-05-28 01:34:12.591974,,,,,
37776470000151,2023-05-28 01:34:12.591974,,,,,
47873951000139,2023-05-28 01:34:12.591974,,,,,
39569214000119,2023-05-28 01:34:12.591974,,,,,
26234795000439,2023-05-28 01:34:12.591974,,,,,
46281066000106,2023-05-28 01:34:12.591974,,,,,
37722069000139,2023-05-28 01:34:12.591974,,,,,
40514502000155,2023-05-28 01:34:12.591974,,,,,
36094477000120,2023-05-28 01:34:12.591974,,,,,
61486650102261,2023-05-28 01:34:12.591974,,,,,
07835021000176,2023-05-28 01:34:12.591974,,,,,
35861963000164,2023-05-28 01:34:12.591974,,,,,
32488293000194,2023-05-28 01:34:12.591974,,,,,
14998371001603,2023-05-28 01:34:12.591974,,,,,
14889899000150,2023-05-28 01:34:12.591974,,,,,
66842584000150,2023-05-28 01:34:12.591974,,,,,
32977792000145,2023-05-28 01:34:12.591974,,,,,
07888705000136,2023-05-28 01:34:12.591974,,,,,
32539866000161,2023-05-28 01:34:12.591974,,,,,
74055047000199,2023-05-28 01:34:12.591974,,,,,
64742802000150,2023-05-28 01:34:12.591974,,,,,
25902679000135,2023-05-28 01:34:12.591974,,,,,
34990308000143,2023-05-28 01:34:12.591974,,,,,
35011512000138,2023-05-28 01:34:12.591974,,,,,
42353973000154,2023-05-28 01:34:12.591974,,,,,
42413857000183,2023-05-28 01:34:12.591974,,,,,
42441007000199,2023-05-28 01:34:12.591974,,,,,
17261676000131,2023-05-28 01:34:12.591974,,,,,
42449716000110,2023-05-28 01:34:12.591974,,,,,
42478387000136,2023-05-28 01:34:12.591974,,,,,
41056089000195,2023-05-28 01:34:12.591974,,,,,
04454016000125,2023-05-28 01:34:12.591974,,,,,
02536336000107,2023-05-28 01:34:12.591974,,,,,
23065900000112,2023-05-28 01:34:12.591974,,,,,
40054078000103,2023-05-28 01:34:12.591974,,,,,
01517999000103,2023-05-28 01:34:12.591974,,,,,
37982668000191,2023-05-28 01:34:12.591974,,,,,
35842942000100,2023-05-28 01:34:12.591974,,,,,
20231044000130,2023-05-28 01:34:12.591974,,,,,
37970108000117,2023-05-28 01:34:12.591974,,,,,
31346469000100,2023-05-28 01:34:12.591974,,,,,
41993812000162,2023-05-28 01:34:12.591974,,,,,
47170862000126,2023-05-28 01:34:12.591974,,,,,
26503443000199,2023-05-28 01:34:12.591974,,,,,
46190832000119,2023-05-28 01:34:12.591974,,,,,
17498233000169,2023-05-28 01:34:12.591974,,,,,
14470604000106,2023-05-28 01:34:12.591974,,,,,
29967753000152,2023-05-28 01:34:12.591974,,,,,
30073141000103,2023-05-28 01:34:12.591974,,,,,
46697633000100,2023-05-28 01:34:12.591974,,,,,
13328525000364,2023-05-28 01:34:12.591974,,,,,
40267765000107,2023-05-28 01:34:12.591974,,,,,
09545794000143,2023-05-28 01:34:12.591974,,,,,
17412254000110,2023-05-28 01:34:12.591974,,,,,
26491580000150,2023-05-28 01:34:12.591974,,,,,
34061190000179,2023-05-28 01:34:12.591974,,,,,
45901333000120,2023-05-28 01:34:12.591974,,,,,
09512078000160,2023-05-28 01:34:12.591974,,,,,
46502186000188,2023-05-28 01:34:12.591974,,,,,
39363145000192,2023-05-28 01:34:12.591974,,,,,
44753938000158,2023-05-28 01:34:12.591974,,,,,
44306166000106,2023-05-28 01:34:12.591974,,,,,
38172160000190,2023-05-28 01:34:12.591974,,,,,
46731288000175,2023-05-28 01:34:12.591974,,,,,
40909171000152,2023-05-28 01:34:12.591974,,,,,
40931542000100,2023-05-28 01:34:12.591974,,,,,
40522692000152,2023-05-28 01:34:12.591974,,,,,
44842667000107,2023-05-28 01:34:12.591974,,,,,
41792141000171,2023-05-28 01:34:12.591974,,,,,
33919681000145,2023-05-28 01:34:12.591974,,,,,
28723098000124,2023-05-28 01:34:12.591974,,,,,
34589636000132,2023-05-28 01:34:12.591974,,,,,
17429010000735,2023-05-28 01:34:12.591974,,,,,
47902025000144,2023-05-28 01:34:12.591974,,,,,
44276649000105,2023-05-28 01:34:12.591974,,,,,
22271028000104,2023-05-28 01:34:12.591974,,,,,
31592233000154,2023-05-28 01:34:12.591974,,,,,
47938941000134,2023-05-28 01:34:12.591974,,,,,
38708624000130,2023-05-28 01:34:12.591974,,,,,
27802348000159,2023-05-28 01:34:12.591974,,,,,
47163743000146,2023-05-28 01:34:12.591974,,,,,
41319612000129,2023-05-28 01:34:12.591974,,,,,
43206643000107,2023-05-28 01:34:12.591974,,,,,
44933618000180,2023-05-28 01:34:12.591974,,,,,
27803847000160,2023-05-28 01:34:12.591974,,,,,
42143358000113,2023-05-28 01:34:12.591974,,,,,
42391088000160,2023-05-28 01:34:12.591974,,,,,
29891341000186,2023-05-28 01:34:12.591974,,,,,
60746948542861,2023-05-28 01:34:12.591974,,,,,
43404721000170,2023-05-28 01:34:12.591974,,,,,
47618747000171,2023-05-28 01:34:12.591974,,,,,
44050925000201,2023-05-28 01:34:12.591974,,,,,
19882103000150,2023-05-28 01:34:12.591974,,,,,
11543390000162,2023-05-28 01:34:12.591974,,,,,
48038917000101,2023-05-28 01:34:12.591974,,,,,
47984353000137,2023-05-28 01:34:12.591974,,,,,
32525188000188,2023-05-28 01:34:12.591974,,,,,
48008237000145,2023-05-28 01:34:12.591974,,,,,
47437758000155,2023-05-28 01:34:12.591974,,,,,
42918684000155,2023-05-28 01:34:12.591974,,,,,
44194178000196,2023-05-28 01:34:12.591974,,,,,
42945759000197,2023-05-28 01:34:12.591974,,,,,
44293972000197,2023-05-28 01:34:12.591974,,,,,
37839362000180,2023-05-28 01:34:12.591974,,,,,
12957958000154,2023-05-28 01:34:12.591974,,,,,
47550448000142,2023-05-28 01:34:12.591974,,,,,
21101963000151,2023-05-28 01:34:12.591974,,,,,
19024941000355,2023-05-28 01:34:12.591974,,,,,
24699816000113,2023-05-28 01:34:12.591974,,,,,
30649563000176,2023-05-28 01:34:12.591974,,,,,
35802975000118,2023-05-28 01:34:12.591974,,,,,
07016131000106,2023-05-28 01:34:12.591974,,,,,
00831155000170,2023-05-28 01:34:12.591974,,,,,
17606045000107,2023-05-28 01:34:12.591974,,,,,
14729186000129,2023-05-28 01:34:12.591974,,,,,
16968256000127,2023-05-28 01:34:12.591974,,,,,
46571053000163,2023-05-28 01:34:12.591974,,,,,
45050666000192,2023-05-28 01:34:12.591974,,,,,
45833622000139,2023-05-28 01:34:12.591974,,,,,
47385113000116,2023-05-28 01:34:12.591974,,,,,
45333102000167,2023-05-28 01:34:12.591974,,,,,
20546464000105,2023-05-28 01:34:12.591974,,,,,
30559961000100,2023-05-28 01:34:12.591974,,,,,
45380139000146,2023-05-28 01:34:12.591974,,,,,
91691212000118,2023-05-28 01:34:12.591974,,,,,
40147992000107,2023-05-28 01:34:12.591974,,,,,
33179707000166,2023-05-28 01:34:12.591974,,,,,
33843290000194,2023-05-28 01:34:12.591974,,,,,
43788514000166,2023-05-28 01:34:12.591974,,,,,
36017545000158,2023-05-28 01:34:12.591974,,,,,
32362356000161,2023-05-28 01:34:12.591974,,,,,
43951976000152,2023-05-28 01:34:12.591974,,,,,
38491287000172,2023-05-28 01:34:12.591974,,,,,
27492987000165,2023-05-28 01:34:12.591974,,,,,
35208967000148,2023-05-28 01:34:12.591974,,,,,
13794443000143,2023-05-28 01:34:12.591974,,,,,
44653592000116,2023-05-28 01:34:12.591974,,,,,
27001584000176,2023-05-28 01:34:12.591974,,,,,
14010181000141,2023-05-28 01:34:12.591974,,,,,
26886113000120,2023-05-28 01:34:12.591974,,,,,
30183876000181,2023-05-28 01:34:12.591974,,,,,
27947393000100,2023-05-28 01:34:12.591974,,,,,
45658610000115,2023-05-28 01:34:12.591974,,,,,
44001202000123,2023-05-28 01:34:12.591974,,,,,
18994994000174,2023-05-28 01:34:12.591974,,,,,
43870929000184,2023-05-28 01:34:12.591974,,,,,
29982369000129,2023-05-28 01:34:12.591974,,,,,
33631468000133,2023-05-28 01:34:12.591974,,,,,
40215011000103,2023-05-28 01:34:12.591974,,,,,
40770213000117,2023-05-28 01:34:12.591974,,,,,
42262472000162,2023-05-28 01:34:12.591974,,,,,
33434285000128,2023-05-28 01:34:12.591974,,,,,
03892658000143,2023-05-28 01:34:12.591974,,,,,
36430066000169,2023-05-28 01:34:12.591974,,,,,
43276530000170,2023-05-28 01:34:12.591974,,,,,
27108010000100,2023-05-28 01:34:12.591974,,,,,
08983948000116,2023-05-28 01:34:12.591974,,,,,
30386303000155,2023-05-28 01:34:12.591974,,,,,
24752893000190,2023-05-28 01:34:12.591974,,,,,
42060077000105,2023-05-28 01:34:12.591974,,,,,
47327050000141,2023-05-28 01:34:12.591974,,,,,
09060964021601,2023-05-28 01:34:12.591974,,,,,
41158500000133,2023-05-28 01:34:12.591974,,,,,
21787673000103,2023-05-28 01:34:12.591974,,,,,
35943733000144,2023-05-28 01:34:12.591974,,,CINZA,,
43662156000140,2023-05-28 01:34:12.591974,,,,,
45488488000186,2023-05-28 01:34:12.591974,,,,,
11162896000121,2023-05-28 01:34:12.591974,,,,,
43599956000164,2023-05-28 01:34:12.591974,,,,,
42320414000148,2023-05-28 01:34:12.591974,,,,,
41873028000110,2023-05-28 01:34:12.591974,,,,,
32957296000120,2023-05-28 01:34:12.591974,,,,,
27835951000137,2023-05-28 01:34:12.591974,,,,,
38461717000103,2023-05-28 01:34:12.591974,,,,,
45695992000157,2023-05-28 01:34:12.591974,,,,,
43723901000114,2023-05-28 01:34:12.591974,,,,,
36826563000180,2023-05-28 01:34:12.591974,,,,,
40432371000167,2023-05-28 01:34:12.591974,,,,,
42854262000163,2023-05-28 01:34:12.591974,,,,,
15368944000193,2023-05-28 01:34:12.591974,,,,,
46785114000195,2023-05-28 01:34:12.591974,,,,,
47507183000108,2023-05-28 01:34:12.591974,,,,,
04545713000191,2023-05-28 01:34:12.591974,,,,,
08444944001565,2023-05-28 01:34:12.591974,,,,,
34541991000131,2023-05-28 01:34:12.591974,,,,,
38311463000147,2023-05-28 01:34:12.591974,,,,,
17108555000154,2023-05-28 01:34:12.591974,,,,,
02812034000106,2023-05-28 01:34:12.591974,,,,,
23810966000190,2023-05-28 01:34:12.591974,,,,,
32741640000149,2023-05-28 01:34:12.591974,,,,,
16959910000136,2023-05-28 01:34:12.591974,,,,,
22227177000168,2023-05-28 01:34:12.591974,,,,,
37151345000156,2023-05-28 01:34:12.591974,,,,,
15453766000107,2023-05-28 01:34:12.591974,,,,,
09434926000160,2023-05-28 01:34:12.591974,,,,,
89879936000148,2023-05-28 01:34:12.591974,,,,,
21418906000109,2023-05-28 01:34:12.591974,,,,,
27884492000181,2023-05-28 01:34:12.591974,,,,,
07137289000134,2023-05-28 01:34:12.591974,,,,,
24506915000131,2023-05-28 01:34:12.591974,,,,,
35930938000195,2023-05-28 01:34:12.591974,,,,,
27915585000126,2023-05-28 01:34:12.591974,,,,,
33243006000149,2023-05-28 01:34:12.591974,,,,,
26771945000109,2023-05-28 01:34:12.591974,,,,,
10822604000177,2023-05-28 01:34:12.591974,,,,,
15710208000171,2023-05-28 01:34:12.591974,,,,,
21658827000167,2023-05-28 01:34:12.591974,,,,,
03141851000142,2023-05-28 01:34:12.591974,,,,,
27368724000149,2023-05-28 01:34:12.591974,,,,,
12225817000147,2023-05-28 01:34:12.591974,,,,,
37126701000181,2023-05-28 01:34:12.591974,,,,,
31588303000109,2023-05-28 01:34:12.591974,,,,,
24408799000118,2023-05-28 01:34:12.591974,,,,,
20342195000165,2023-05-28 01:34:12.591974,,,,,
01144448000141,2023-05-28 01:34:12.591974,,,,,
22294496000196,2023-05-28 01:34:12.591974,,,,,
75874164000147,2023-05-28 01:34:12.591974,,,,,
19523188000261,2023-05-28 01:34:12.591974,,,,,
40817936000124,2023-05-28 01:34:12.591974,,,,,
12383589000133,2023-05-28 01:34:12.591974,,,,,
39952520000130,2023-05-28 01:34:12.591974,,,,,
13665254000170,2023-05-28 01:34:12.591974,,,,,
09450432000179,2023-05-28 01:34:12.591974,,,,,
32772649000117,2023-05-28 01:34:12.591974,,MEI,,,
34265821000171,2023-05-28 01:34:12.591974,,,,,
36888515000117,2023-05-28 01:34:12.591974,,,,,
24888856000103,2023-05-28 01:34:12.591974,,,,,
16845316000114,2023-05-28 01:34:12.591974,,,,,
27333068000149,2023-05-28 01:34:12.591974,,,,,
25305843000127,2023-05-28 01:34:12.591974,,,,,
32212712000160,2023-05-28 01:34:12.591974,,,,,
27261678000427,2023-05-28 01:34:12.591974,,,,,
20363844000104,2023-05-28 01:34:12.591974,,,,,
39622564000100,2023-05-28 01:34:12.591974,,,,,
27234044000132,2023-05-28 01:34:12.591974,,,,,
91693358000100,2023-05-28 01:34:12.591974,,,,,
22640643000132,2023-05-28 01:34:12.591974,,,,,
08912817000148,2023-05-28 01:34:12.591974,,,,,
32409540000110,2023-05-28 01:34:12.591974,,,,,
31094909000180,2023-05-28 01:34:12.591974,,,,,
18813752000137,2023-05-28 01:34:12.591974,,,,,
06307793000172,2023-05-28 01:34:12.591974,,,,,
27138702000192,2023-05-28 01:34:12.591974,,,,,
45480176000126,2023-05-28 01:34:12.591974,,,,,
42691385000120,2023-05-28 01:34:12.591974,,,,,
48147107000193,2023-05-28 01:34:12.591974,,,,,
48150591000100,2023-05-28 01:34:12.591974,,,,,
39713269000150,2023-05-28 01:34:12.591974,,,,,
25992032000141,2023-05-28 01:34:12.591974,,,,,
45963590000196,2023-05-28 01:34:12.591974,,,,,
43470386000108,2023-05-28 01:34:12.591974,,,,,
05463304000109,2023-05-28 01:34:12.591974,,,,,
22659608000165,2023-05-28 01:34:12.591974,,,,,
03818389000175,2023-05-28 01:34:12.591974,,,,,
36313133000165,2023-05-28 01:34:12.591974,,,,,
83158824008953,2023-05-28 01:34:12.591974,,,,,
74012436000137,2023-05-28 01:34:12.591974,,,,,
40611315000190,2023-05-28 01:34:12.591974,,,,,
39400804000113,2023-05-28 01:34:12.591974,,,,,
17367329000198,2023-05-28 01:34:12.591974,,,,,
37303015000139,2023-05-28 01:34:12.591974,,,,,
47751107000135,2023-05-28 01:34:12.591974,,,,,
39543077000143,2023-05-28 01:34:12.591974,,,,,
43926778000139,2023-05-28 01:34:12.591974,,,,,
24549145000104,2023-05-28 01:34:12.591974,,,,,
11704849000162,2023-05-28 01:34:12.591974,,,,,
35695739000140,2023-05-28 01:34:12.591974,,,,,
42584378000120,2023-05-28 01:34:12.591974,,,,,
42463903000159,2023-05-28 01:34:12.591974,,,,,
45674394000100,2023-05-28 01:34:12.591974,,,,,
14364435000120,2023-05-28 01:34:12.591974,,,,,
47306996000121,2023-05-28 01:34:12.591974,,,,,
36412505000100,2023-05-28 01:34:12.591974,,,,,
25288280000106,2023-05-28 01:34:12.591974,,,,,
24166420000100,2023-05-28 01:34:12.591974,,,,,
14164100000168,2023-05-28 01:34:12.591974,,,,,
45699305000171,2023-05-28 01:34:12.591974,,,,,
34850538000107,2023-05-28 01:34:12.591974,,,,,
43038148000128,2023-05-28 01:34:12.591974,,,,,
25404824000158,2023-05-28 01:34:12.591974,,,,,
42357672000107,2023-05-28 01:34:12.591974,,,,,
38545452000121,2023-05-28 01:34:12.591974,,,,,
33698025000160,2023-05-28 01:34:12.591974,,,,,
24558196000100,2023-05-28 01:34:12.591974,,,,,
44817560000290,2023-05-28 01:34:12.591974,,,,,
44432917000130,2023-05-28 01:34:12.591974,,,,,
93209765023672,2023-05-28 01:34:12.591974,,,,,
05085095000107,2023-05-28 01:34:12.591974,,,,,
46887597000139,2023-05-28 01:34:12.591974,,,,,
12338358000108,2023-05-28 01:34:12.591974,,,,,
36802071000155,2023-05-28 01:34:12.591974,,,,,
37833564000115,2023-05-28 01:34:12.591974,,,,,
42990003000160,2023-05-28 01:34:12.591974,,,,,
46067924000106,2023-05-28 01:34:12.591974,,,,,
27357978000161,2023-05-28 01:34:12.591974,,,,,
02338247000148,2023-05-28 01:34:12.591974,,,,,
46189532000110,2023-05-28 01:34:12.591974,,,,,
12643240000193,2023-05-28 01:34:12.591974,,,,,
26846066000190,2023-05-28 01:34:12.591974,,,,,
35623342000142,2023-05-28 01:34:12.591974,,,,,
14252674000198,2023-05-28 01:34:12.591974,,,,,
46697284000118,2023-05-28 01:34:12.591974,,,,,
30499864000160,2023-05-28 01:34:12.591974,,,,,
15543480000104,2023-05-28 01:34:12.591974,,,,,
09270102000100,2023-05-28 01:34:12.591974,,,,,
08525682000168,2023-05-28 01:34:12.591974,,,,,
11364393000139,2023-05-28 01:34:12.591974,,,,,
21686064000168,2023-05-28 01:34:12.591974,,,,,
38111964000180,2023-05-28 01:34:12.591974,,,,,
38110160000166,2023-05-28 01:34:12.591974,,,,,
41022651000160,2023-05-28 01:34:12.591974,,,,,
39375793000169,2023-05-28 01:34:12.591974,,,,,
46505135000100,2023-05-28 01:34:12.591974,,,,,
31434239000101,2023-05-28 01:34:12.591974,,,,,
31079500000194,2023-05-28 01:34:12.591974,,,,,
07119100000261,2023-05-28 01:34:12.591974,,,,,
06956537000106,2023-05-28 01:34:12.591974,,,,,
32803271000171,2023-05-28 01:34:12.591974,,,,,
01838723001875,2023-05-28 01:34:12.591974,,,,,
37737655000157,2023-05-28 01:34:12.591974,,,,,
43140141000112,2023-05-28 01:34:12.591974,,,,,
44880981000184,2023-05-28 01:34:12.591974,,,,,
42347458000161,2023-05-28 01:34:12.591974,,,,,
39978576000163,2023-05-28 01:34:12.591974,,,,,
40354204000145,2023-05-28 01:34:12.591974,,,,,
06789292000170,2023-05-28 01:34:12.591974,,,,,
40342759000177,2023-05-28 01:34:12.591974,,,,,
47451770000114,2023-05-28 01:34:12.591974,,,,,
23207788000107,2023-05-28 01:34:12.591974,,,,,
44193113000126,2023-05-28 01:34:12.591974,,,,,
44223475000112,2023-05-28 01:34:12.591974,,,,,
44398455000182,2023-05-28 01:34:12.591974,,,,,
44183928000124,2023-05-28 01:34:12.591974,,,,,
44378921000168,2023-05-28 01:34:12.591974,,,,,
11674758000121,2023-05-28 01:34:12.591974,,,,,
40988051000198,2023-05-28 01:34:12.591974,,,,,
24241289000107,2023-05-28 01:34:12.591974,,,,,
45889422000106,2023-05-28 01:34:12.591974,,,,,
47552056000112,2023-05-28 01:34:12.591974,,,,,
47578218000191,2023-05-28 01:34:12.591974,,,,,
29919425000180,2023-05-28 01:34:12.591974,,,,,
41543253000199,2023-05-28 01:34:12.591974,,,,,
16979046000134,2023-05-28 01:34:12.591974,,,,,
03269151000138,2023-05-28 01:34:12.591974,,,,,
02343926000105,2023-05-28 01:34:12.591974,,,,,
01958472000114,2023-05-28 01:34:12.591974,,,,,
45073214000126,2023-05-28 01:34:12.591974,,,,,
45183270000113,2023-05-28 01:34:12.591974,,,,,
46260640000131,2023-05-28 01:34:12.591974,,,,,
34362477000139,2023-05-28 01:34:12.591974,,,,,
30871116000167,2023-05-28 01:34:12.591974,,,,,
05240470000146,2023-05-28 01:34:12.591974,,,,,
36283756000132,2023-05-28 01:34:12.591974,,,,,
28677577000151,2023-05-28 01:34:12.591974,,,,,
12010664000110,2023-05-28 01:34:12.591974,,,,,
46234718000143,2023-05-28 01:34:12.591974,,,,,
30744295000171,2023-05-28 01:34:12.591974,,,,,
39803993000175,2023-05-28 01:34:12.591974,,,,,
46721069000105,2023-05-28 01:34:12.591974,,,,,
35534933000143,2023-05-28 01:34:12.591974,,,,,
37679630000144,2023-05-28 01:34:12.591974,,,,,
